>NC_023061.1
1	1453	+	1	1.192497	I:1442,	D:
1494	2573	+	3	1.159725	I:	D:
2669	5116	+	2	1.147384	I:	D:
5225	6397	-	2	1.253655	I:	D:
6544	7440	+	1	1.274376	I:	D:
7492	8415	-	1	1.172268	I:	D:
8731	9417	+	1	1.174796	I:	D:
9533	11125	+	2	1.139216	I:	D:
11165	11869	+	2	1.157248	I:	D:
11893	12153	+	1	1.111697	I:	D:
12283	14642	+	1	1.164511	I:	D:14155,
14717	15634	-	2	1.191252	I:	D:
15821	16729	+	2	1.154396	I:	D:
16834	17586	+	1	1.153516	I:	D:
17595	18284	+	3	1.148593	I:	D:
18336	19070	+	3	1.152595	I:	D:
19076	20134	+	2	1.150872	I:	D:
20175	21080	+	3	1.140037	I:	D:
21177	21461	-	3	1.221588	I:	D:
21623	23892	+	2	1.206388	I:22514,22737,	D:
24351	25193	-	3	1.166705	I:	D:
25391	26461	+	2	1.134904	I:	D:
26463	27350	+	3	1.125383	I:	D:
27366	28160	+	3	1.127666	I:	D:
28198	32136	+	1	1.156931	I:31009,31062,	D:28520,29896,
32227	33165	+	1	1.144776	I:	D:
33541	34374	+	1	1.199368	I:	D:
34448	35344	-	2	1.188793	I:	D:
35550	36494	+	3	1.158226	I:	D:
36583	40315	+	1	1.150161	I:38568,	D:
40339	41099	-	1	1.154562	I:	D:40352,
41331	42362	+	3	1.153477	I:	D:
42419	44337	+	2	1.139694	I:	D:43464,
44339	48030	+	2	1.152657	I:46273,	D:45127,46584,
48040	49586	+	1	1.131082	I:	D:49199,
49601	50881	-	2	1.143088	I:	D:
50898	52932	-	3	1.112413	I:51869,	D:
52964	55521	-	2	1.133091	I:	D:54505,
55801	56887	+	1	1.134036	I:55926,	D:
57013	57939	+	1	1.114791	I:	D:
58106	58717	+	2	1.141544	I:	D:
58875	59327	+	3	1.194282	I:	D:
59340	59909	+	3	1.154458	I:	D:
59914	60411	+	1	1.135268	I:	D:
60455	61132	-	2	1.165316	I:	D:
61284	62492	+	3	1.115852	I:	D:
62550	63269	-	3	1.142786	I:	D:
64066	64593	-	1	1.220646	I:	D:
64702	65622	+	1	1.151320	I:	D:
65654	66124	-	2	1.197076	I:	D:
66227	68038	+	2	1.137468	I:	D:
68144	68926	-	2	1.097125	I:	D:
68941	69795	-	1	1.150773	I:	D:
69803	71703	-	2	1.149473	I:	D:70577,
71765	74392	-	2	1.169363	I:	D:
74499	77112	+	3	1.122713	I:74507,	D:
77134	78573	-	1	1.160817	I:78078,	D:78119,
78809	80833	-	2	1.155800	I:	D:
80937	81899	-	3	1.149172	I:	D:
82098	84628	+	3	1.161042	I:	D:83229,
84672	86711	-	3	1.163831	I:85409,	D:86054,
86740	87504	-	1	1.131738	I:	D:
87694	87823	+	1	1.297326	I:87802,	D:
87909	88238	+	3	1.215262	I:	D:
88403	89368	-	2	1.162547	I:	D:
89582	90775	+	2	1.234430	I:	D:
93546	93878	+	3	1.181746	I:	D:
93939	94929	-	3	1.189197	I:94002,	D:
95038	95379	+	1	1.216144	I:	D:
95383	95811	+	1	1.105081	I:	D:
95963	96384	+	2	1.230398	I:	D:96288,
96419	96757	-	2	1.272423	I:	D:
96878	97264	+	2	1.174950	I:	D:
97278	97949	-	3	1.225514	I:	D:
97992	98624	-	3	1.121037	I:	D:
98657	99181	-	2	1.187857	I:	D:
99190	99780	-	1	1.201595	I:	D:
99899	100859	-	2	1.176769	I:100835,	D:
100944	101675	-	3	1.143848	I:	D:
101849	103436	+	2	1.162765	I:101856,103262,	D:103420,
103480	105909	-	1	1.163853	I:	D:
106007	106978	-	2	1.113080	I:	D:
107029	107574	-	1	1.148418	I:	D:
107746	109398	-	1	1.160855	I:	D:
109408	111695	-	1	1.140430	I:	D:110473,
111724	112485	-	1	1.142911	I:	D:
112519	114666	-	1	1.154123	I:	D:
114703	115678	-	1	1.156120	I:115352,	D:
115740	117989	-	3	1.147750	I:117226,	D:116086,
118115	119347	-	2	1.118894	I:	D:
119469	119879	-	3	1.211672	I:	D:
119950	120747	-	1	1.137766	I:	D:
120806	122821	-	2	1.123948	I:	D:
123003	124610	-	3	1.141366	I:	D:
124638	124709	+	3	1.284634	I:	D:
124900	126081	-	1	1.150698	I:	D:
126115	127980	-	1	1.175523	I:	D:
127998	129176	-	3	1.147758	I:	D:
129422	130600	+	2	1.124715	I:	D:
130647	131618	+	3	1.112015	I:	D:
131788	132120	-	1	1.146822	I:	D:
132131	132514	-	2	1.159333	I:	D:
132588	133655	+	3	1.148270	I:	D:
133758	134384	-	3	1.137145	I:	D:
134462	135160	+	2	1.129743	I:	D:
135244	136437	+	1	1.144079	I:	D:
136442	138591	-	2	1.152135	I:	D:137384,
138754	139386	-	1	1.162991	I:	D:
139473	140189	-	3	1.133298	I:	D:
140199	142093	-	3	1.147529	I:	D:141911,
142217	142561	+	2	1.148204	I:	D:
142642	142959	+	1	1.107459	I:	D:
143023	144695	-	1	1.155705	I:	D:143824,
144709	146004	-	1	1.159293	I:	D:
146038	147093	-	1	1.163706	I:	D:
147216	148013	-	3	1.178450	I:	D:
148051	149064	-	1	1.171338	I:	D:
149445	150711	+	3	1.152974	I:149651,	D:
150810	152584	-	3	1.181080	I:	D:150880,
152756	152881	-	2	1.286730	I:	D:
152975	153952	-	2	1.156752	I:	D:
154145	154792	-	2	1.191488	I:	D:
154812	156239	+	3	1.180009	I:	D:
156333	156539	+	3	1.309179	I:	D:
156609	156887	+	3	1.310436	I:	D:
157084	157365	+	1	1.216276	I:	D:
157442	158255	-	2	1.190032	I:157478,	D:
158387	159283	+	2	1.153565	I:	D:
159675	160184	+	3	1.194435	I:	D:
160269	160955	-	3	1.213014	I:	D:
160993	162600	-	1	1.185916	I:	D:
162712	163341	-	1	1.143250	I:	D:
163387	163500	-	1	1.227660	I:	D:
163546	165051	-	1	1.123306	I:	D:
165353	168416	+	2	1.162308	I:166919,166951,	D:166819,
168449	169657	-	2	1.167241	I:	D:
169686	171413	-	3	1.161551	I:	D:
171421	172347	-	1	1.128233	I:	D:
172360	173331	-	1	1.152833	I:	D:
173488	175095	-	1	1.184563	I:	D:
175306	179053	-	1	1.147061	I:176681,178084,	D:178170,
179223	180116	+	3	1.157327	I:	D:
180144	181352	-	3	1.143177	I:	D:
181400	181873	-	2	1.136052	I:	D:
181982	182884	-	2	1.157232	I:	D:
182945	183358	-	2	1.243850	I:	D:
183769	185157	+	1	1.125275	I:	D:
185452	186132	-	1	1.204530	I:	D:
186408	186851	-	3	1.174568	I:	D:
186864	187475	-	3	1.221712	I:	D:
187629	188483	-	3	1.244127	I:	D:
188508	189896	-	3	1.191492	I:	D:
189971	190612	-	2	1.323554	I:	D:
190753	191205	+	1	1.293275	I:	D:
191300	191419	+	2	1.248753	I:	D:
191697	192473	-	3	1.163549	I:	D:
192493	193653	+	1	1.155113	I:	D:
193689	194078	-	3	1.169936	I:	D:
194183	195570	-	2	1.162180	I:	D:194985,
195643	195843	-	1	1.170324	I:	D:
195885	196253	-	3	1.363076	I:	D:
196269	199345	-	3	1.196141	I:	D:196620,197036,197842,198653,
199383	199970	-	3	1.162349	I:	D:
199984	204373	-	1	1.153772	I:202405,	D:201078,202427,203103,
204376	204621	-	1	1.222451	I:	D:
204627	206233	-	3	1.170442	I:	D:205440,
206409	207038	-	3	1.152118	I:	D:
207077	207886	-	2	1.163455	I:	D:
207971	210106	-	2	1.174792	I:208495,209277,209296,	D:
210392	211453	-	2	1.137947	I:	D:
211473	213690	-	3	1.146005	I:212477,	D:
213765	214628	+	3	1.148605	I:	D:
214646	215287	-	2	1.182914	I:	D:
215416	216333	-	1	1.177382	I:	D:
216592	217362	+	1	1.139577	I:	D:
217402	217644	+	1	1.151550	I:	D:
217648	220887	+	1	1.145188	I:219905,	D:219033,
221041	222378	+	1	1.133767	I:	D:
222493	228707	-	1	1.162313	I:223963,224015,	D:
229061	229864	-	2	1.164171	I:	D:
230100	230963	+	3	1.173321	I:	D:
231060	231749	+	3	1.157660	I:	D:
231958	232842	+	1	1.147537	I:	D:
233229	234026	-	3	1.173987	I:	D:
234260	237031	+	2	1.141311	I:	D:
237053	237859	-	2	1.194281	I:	D:
238152	239309	+	3	1.257335	I:	D:
239410	241017	+	1	1.166417	I:	D:
241047	241181	+	3	1.157143	I:	D:
241193	241417	+	2	1.226790	I:	D:
241456	242331	+	1	1.197072	I:	D:
242486	242686	-	2	1.221806	I:	D:
242762	243523	+	2	1.128930	I:	D:
243608	244183	+	2	1.119773	I:	D:
244205	245239	+	2	1.162214	I:	D:
245283	246765	+	3	1.146895	I:246141,	D:
246841	247062	-	1	1.162839	I:	D:
247194	248847	+	3	1.193151	I:247404,248009,	D:247646,
248911	251672	+	1	1.128978	I:	D:250276,
251793	254173	+	3	1.141385	I:	D:253111,
254201	254689	-	2	1.167002	I:	D:
254841	256673	+	3	1.135546	I:	D:
256815	257834	-	3	1.184656	I:	D:
258015	258842	-	3	1.284356	I:	D:
259057	259471	+	1	1.374916	I:259466,	D:
259606	261943	+	1	1.332170	I:260761,260867,	D:261050,
262089	267301	+	3	1.197110	I:265228,265262,266210,	D:264265,
267358	268146	+	1	1.186390	I:	D:
268188	269397	+	3	1.211001	I:269393,	D:
269507	270052	-	2	1.267688	I:	D:
270122	271147	-	2	1.133402	I:	D:
271173	272116	+	3	1.191034	I:271218,271246,	D:
272247	273155	+	3	1.161014	I:	D:
273446	274123	+	2	1.179361	I:	D:
274135	274641	+	1	1.188378	I:	D:
274643	275293	+	2	1.184998	I:	D:
275414	276915	-	2	1.143078	I:	D:275422,
276953	278089	-	2	1.174768	I:	D:
278275	279513	-	1	1.144419	I:	D:
279627	280574	+	3	1.171968	I:	D:
280593	281589	-	3	1.208151	I:281574,	D:
281998	283065	+	1	1.152210	I:	D:
283096	284205	-	1	1.187908	I:	D:
284271	285101	-	3	1.119075	I:	D:
285164	286081	-	2	1.151858	I:	D:
286332	288775	+	3	1.162485	I:	D:287708,
288788	291248	-	2	1.171181	I:290225,	D:
291397	294582	-	1	1.130252	I:	D:
294599	297081	-	2	1.145914	I:	D:295836,
297334	297675	+	1	1.140063	I:	D:
297852	298541	+	3	1.119270	I:	D:
298565	299881	+	2	1.170249	I:	D:
299978	300346	+	2	1.205470	I:	D:
300437	302556	+	2	1.192561	I:	D:301334,
302591	304469	-	2	1.165580	I:302597,	D:
304638	305747	-	3	1.171691	I:	D:
305774	306106	-	2	1.229462	I:	D:
306217	307556	+	1	1.164481	I:	D:306936,
307700	309391	+	2	1.147527	I:	D:
309461	313687	+	2	1.164676	I:312441,	D:310836,
313729	315351	-	1	1.169106	I:	D:
315492	316901	-	3	1.143285	I:	D:
316972	317049	+	1	1.247593	I:	D:
317374	318614	+	1	1.221631	I:	D:317887,
318671	322008	+	2	1.224451	I:	D:320994,
322150	324058	-	1	1.200634	I:322157,	D:
324075	325778	-	3	1.131500	I:	D:
325912	326235	-	1	1.155273	I:	D:
326246	327481	-	2	1.142937	I:	D:
327624	328028	+	3	1.137302	I:	D:
328116	328325	-	3	1.183507	I:	D:
328548	329279	+	3	1.168004	I:	D:
329314	329697	+	1	1.188137	I:	D:
329771	330112	+	2	1.172432	I:	D:
330118	330459	+	1	1.171924	I:	D:
330483	331235	-	3	1.143339	I:	D:
